persona,cognome,nome,info,luogoNascita,gruppoPar,gender
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,REPUBBLICANO ,male
,,,,,SINISTRA INDIPENDENTE ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,VERDE ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,VERDE ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,REPUBBLICANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,SINISTRA INDIPENDENTE ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,VERDE ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRAZIA PROLETARIA ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO - PARTITO SOCIALISTA DEMOCRATICO ITALIANO UNIFICATI ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO NAZIONALE MONARCHICO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,PARTITO LIBERALE ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO LIBERALE ITALIANO ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,REPUBBLICANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,REPUBBLICANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,VERDE ,male
,,,,,SINISTRA INDIPENDENTE ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,MSI-DESTRA NAZIONALE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,MISTO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,MISTO ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,VERDE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,MISTO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,MISTO ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,MISTO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,COMUNISTA ,male
,,,,,MISTO ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA DEMOCRATICO ITALIANO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,PARTITO COMUNISTA ITALIANO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,CCD-CDU BIANCOFIORE ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,UDC ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,UDC ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,UNIONE NAZIONALE ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,LEGA NORD PADANIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,COMUNISTA ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,UDC ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,UDC ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,MISTO ,male
,,,,,DEMOCRATICI DI SINISTRA-L'ULIVO ,male
,,,,,"MARGHERITA, DL-L'ULIVO ",male
,,,,,MSI-DESTRA NAZIONALE ,male
,,,,,FEDERALISTA EUROPEO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,MISTO ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,UNIONE DI CENTRO ,male
,,,,,MISTO ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,POPOLO DELLA LIBERTA' ,male
,,,,,POPOLO DELLA LIBERTA' ,male
,,,,,POPOLO E TERRITORIO ,male
,,,,,POPOLO DELLA LIBERTA' ,male
,,,,,POPOLO DELLA LIBERTA' ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,DEMOCRATICO CRISTIANO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,FORZA ITALIA ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,POPOLARI-UDEUR ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA ,male
,,,,,MSI-DESTRA NAZIONALE ,male
,,,,,COMUNISTA ,male
,,,,,COMUNISTA ,male
,,,,,UDC ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,MISTO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,FORZA ITALIA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,UDC ,male
,,,,,LA ROSA NEL PUGNO ,male
,,,,,UDC ,male
,,,,,COMUNISTI ITALIANI ,male
,,,,,VERDI ,male
,,,,,SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,COMUNISTI ITALIANI ,male
,,,,,SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO ,male
,,,,,LA ROSA NEL PUGNO ,male
,,,,,L'ULIVO ,male
,,,,,MISTO ,male
,,,,,MISTO ,male
,,,,,LA ROSA NEL PUGNO ,male
,,,,,L'ULIVO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,LA ROSA NEL PUGNO ,male
,,,,,VERDI ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,COMUNISTI ITALIANI ,male
,,,,,COMUNISTI ITALIANI ,male
,,,,,FORZA ITALIA ,male
,,,,,FORZA ITALIA ,male
,,,,,UNIONE DI CENTRO ,male
,,,,,FORZA ITALIA ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,LA ROSA NEL PUGNO ,male
,,,,,MISTO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,L'ULIVO ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,MISTO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,L'ULIVO ,male
,,,,,UDC ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,MISTO ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,UDC ,male
,,,,,FORZA ITALIA ,male
,,,,,MISTO ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,UDC ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,L'ULIVO ,male
,,,,,L'ULIVO ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,UDC ,male
,,,,,UDC ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,ALLEANZA NAZIONALE ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA ,male
,,,,,VERDI ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,MISTO ,male
,,,,,COMUNISTI ITALIANI ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,MISTO ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,L'ULIVO ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,ITALIA DEI VALORI ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,MISTO ,male
,,,,,LEGA NORD PADANIA ,male
,,,,,MISTO ,male
,,,,,FORZA ITALIA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,POPOLO DELLA LIBERTA' ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,FUTURO E LIBERTA'. PER L'ITALIA ,male
,,,,,PARTITO SOCIALISTA ITALIANO ,male
,,,,,COMUNISTA ,male
,,,,,RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA ,male
,,,,,DEMOCRAZIA CRISTIANA ,male
,,,,,POPOLO DELLA LIBERTA' ,male
,,,,,IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE ,male
,,,,,PARTITO DEMOCRATICO ,male
,,,,,POPOLO DELLA LIBERTA' ,male
